account_from;account_to;sender;receiver;amount;channel;currency;date;flag;location;transaction_type;transaction_id
Account 61;Account 11;Individuals 51;Fraudulent_individuals 1;11.81;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24611
Account 58;Account 0;Individuals 48;Fraudulent_businesses 0;210.42;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24612
Account 95;Account 42;Individuals 85;Individuals 32;0.98;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24613
Account 66;Account 70;Individuals 56;Individuals 60;45.29;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24614
Account 65;Account 86;Individuals 55;Individuals 76;19;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24615
Account 82;Account 46;Individuals 72;Individuals 36;59.66;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24616
Account 82;Account 46;Individuals 72;Individuals 36;69.52;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24617
Account 80;Account 60;Individuals 70;Individuals 50;16.88;FPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24618
Account 80;Account 60;Individuals 70;Individuals 50;58.41;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24619
Account 79;Account 29;Individuals 69;Individuals 19;66.29;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24620
Account 93;Account 94;Individuals 83;Individuals 84;210.42;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24621
Account 24;Account 37;Individuals 14;Individuals 27;28.12;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24622
Account 75;Account 78;Individuals 65;Individuals 68;21.36;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24623
Account 29;Account 76;Individuals 19;Individuals 66;6.21;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24624
Account 4;Account 6;Businesses 4;Businesses 6;745.56;Paym;GBP;14/09/2021 9:03;transaction;UK;0.1;24625
Account 4;Account 6;Businesses 4;Businesses 6;63.92;FPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24626
Account 4;Account 6;Businesses 4;Businesses 6;334.39;Paym;GBP;14/09/2021 9:03;transaction;UK;0.1;24627
Account 4;Account 6;Businesses 4;Businesses 6;367.65;Paym;GBP;14/09/2021 9:03;transaction;UK;0.1;24628
Account 4;Account 6;Businesses 4;Businesses 6;1443.89;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.1;24629
Account 4;Account 6;Businesses 4;Businesses 6;206.28;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.1;24630
Account 4;Account 6;Businesses 4;Businesses 6;1279.58;FPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24631
Account 4;Account 6;Businesses 4;Businesses 6;745.65;LINK;GBP;14/09/2021 9:03;transaction;UK;0.1;24632
Account 4;Account 6;Businesses 4;Businesses 6;3112.94;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.1;24633
Account 4;Account 6;Businesses 4;Businesses 6;2466.8;LINK;GBP;14/09/2021 9:03;transaction;UK;0.1;24634
Account 8;Account 4;Businesses 8;Businesses 4;94.31;FPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24635
Account 8;Account 4;Businesses 8;Businesses 4;20.11;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24636
Account 59;Account 0;Individuals 49;Fraudulent_businesses 0;210.42;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24637
Account 25;Account 40;Individuals 15;Individuals 30;17.95;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24638
Account 25;Account 40;Individuals 15;Individuals 30;40.01;FPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24639
Account 67;Account 40;Individuals 57;Individuals 30;51.07;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24640
Account 46;Account 52;Individuals 36;Individuals 42;33.97;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24641
Account 46;Account 52;Individuals 36;Individuals 42;59.48;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24642
Account 46;Account 52;Individuals 36;Individuals 42;34.11;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24643
Account 46;Account 52;Individuals 36;Individuals 42;6.37;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24644
Account 46;Account 52;Individuals 36;Individuals 42;58.55;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24645
Account 46;Account 52;Individuals 36;Individuals 42;7.37;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24646
Account 5;Account 4;Businesses 5;Businesses 4;105.51;FPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24647
Account 72;Account 27;Individuals 62;Individuals 17;33.11;Paym;GBP;14/09/2021 9:03;transaction;UK;0.2;24648
Account 6;Account 8;Businesses 6;Businesses 8;598.43;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.1;24649
Account 42;Account 56;Individuals 32;Individuals 46;17.9;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24650
Account 42;Account 56;Individuals 32;Individuals 46;17.85;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24651
Account 42;Account 56;Individuals 32;Individuals 46;6.46;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24652
Account 42;Account 56;Individuals 32;Individuals 46;55;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24653
Account 42;Account 56;Individuals 32;Individuals 46;38.6;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24654
Account 42;Account 56;Individuals 32;Individuals 46;54.88;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24655
Account 42;Account 56;Individuals 32;Individuals 46;3.7;FPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24656
Account 42;Account 56;Individuals 32;Individuals 46;66.74;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24657
Account 42;Account 56;Individuals 32;Individuals 46;51.29;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24658
Account 42;Account 56;Individuals 32;Individuals 46;33.64;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24659
Account 42;Account 56;Individuals 32;Individuals 46;38.03;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24660
Account 42;Account 56;Individuals 32;Individuals 46;38.67;Bacs;GBP;14/09/2021 9:03;transaction;UK;0.2;24661
Account 42;Account 56;Individuals 32;Individuals 46;6.3;LINK;GBP;14/09/2021 9:03;transaction;UK;0.2;24662
Account 42;Account 56;Individuals 32;Individuals 46;17.73;C&CCC;GBP;14/09/2021 9:03;transaction;UK;0.2;24663
Account 42;Account 56;Individuals 32;Individuals 46;28.03;FPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24664
Account 42;Account 56;Individuals 32;Individuals 46;5.58;CHAPS;GBP;14/09/2021 9:03;transaction;UK;0.2;24665
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;40.34;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24666
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;0.97;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24667
Account 80;Account 60;Individuals 70;Individuals 50;48.89;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24668
Account 92;Account 75;Individuals 82;Individuals 65;38.01;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24669
Account 24;Account 37;Individuals 14;Individuals 27;0.91;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24670
Account 24;Account 37;Individuals 14;Individuals 27;33.45;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24671
Account 98;Account 87;Individuals 88;Individuals 77;0.93;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24672
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;7.28;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24673
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;5.56;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24674
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;27.75;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24675
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;33.9;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24676
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;26.38;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24677
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;19.24;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24678
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;20.2;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24679
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;58.84;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24680
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;33.66;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24681
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;16.81;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24682
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;32.76;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24683
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;32.98;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24684
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;183.91;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24685
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;39.93;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24686
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;16.67;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24687
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;5.59;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24688
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;11.38;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24689
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;18.34;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24690
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;48.79;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24691
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;51.07;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24692
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;18.38;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24693
Account 56;Account 92;Individuals 46;Individuals 82;181.91;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24694
Account 6;Account 8;Businesses 6;Businesses 8;379.58;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24695
Account 6;Account 8;Businesses 6;Businesses 8;1326.4;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24696
Account 6;Account 8;Businesses 6;Businesses 8;220;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24697
Account 6;Account 8;Businesses 6;Businesses 8;48.39;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24698
Account 6;Account 8;Businesses 6;Businesses 8;353.01;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24699
Account 6;Account 8;Businesses 6;Businesses 8;1093.43;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24700
Account 6;Account 8;Businesses 6;Businesses 8;369.98;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24701
Account 6;Account 8;Businesses 6;Businesses 8;1865.47;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24702
Account 6;Account 8;Businesses 6;Businesses 8;48.18;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24703
Account 6;Account 8;Businesses 6;Businesses 8;762.48;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24704
Account 6;Account 8;Businesses 6;Businesses 8;695.22;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24705
Account 6;Account 8;Businesses 6;Businesses 8;7.7;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24706
Account 6;Account 8;Businesses 6;Businesses 8;732.85;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24707
Account 6;Account 8;Businesses 6;Businesses 8;1041.73;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24708
Account 6;Account 8;Businesses 6;Businesses 8;349.73;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24709
Account 6;Account 8;Businesses 6;Businesses 8;1045.14;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24710
Account 6;Account 8;Businesses 6;Businesses 8;3124.61;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24711
Account 6;Account 8;Businesses 6;Businesses 8;730.38;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24712
Account 6;Account 8;Businesses 6;Businesses 8;695;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24713
Account 6;Account 8;Businesses 6;Businesses 8;376.01;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24714
Account 6;Account 8;Businesses 6;Businesses 8;1019.78;LINK;GBP;15/09/2021 9:03;transaction;UK;0.1;24715
Account 6;Account 8;Businesses 6;Businesses 8;1296.96;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24716
Account 6;Account 8;Businesses 6;Businesses 8;3102.7;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24717
Account 6;Account 8;Businesses 6;Businesses 8;1537.42;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24718
Account 6;Account 8;Businesses 6;Businesses 8;3769.45;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24719
Account 6;Account 8;Businesses 6;Businesses 8;462.62;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24720
Account 6;Account 8;Businesses 6;Businesses 8;1538.12;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24721
Account 6;Account 8;Businesses 6;Businesses 8;940.09;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24722
Account 6;Account 8;Businesses 6;Businesses 8;70.2;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24723
Account 6;Account 8;Businesses 6;Businesses 8;1245.38;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24724
Account 6;Account 8;Businesses 6;Businesses 8;1807.41;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24725
Account 6;Account 8;Businesses 6;Businesses 8;20.11;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24726
Account 6;Account 8;Businesses 6;Businesses 8;914.03;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24727
Account 6;Account 8;Businesses 6;Businesses 8;343.22;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24728
Account 6;Account 8;Businesses 6;Businesses 8;562.64;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24729
Account 6;Account 8;Businesses 6;Businesses 8;1192.68;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24730
Account 6;Account 8;Businesses 6;Businesses 8;251.05;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24731
Account 6;Account 8;Businesses 6;Businesses 8;638.78;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24732
Account 6;Account 8;Businesses 6;Businesses 8;762.21;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24733
Account 6;Account 8;Businesses 6;Businesses 8;273.26;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24734
Account 68;Account 9;Individuals 58;Businesses 9;44.64;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24735
Account 82;Account 46;Individuals 72;Individuals 36;59.84;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24736
Account 81;Account 26;Individuals 71;Individuals 16;45.21;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24737
Account 40;Account 43;Individuals 30;Individuals 33;39.74;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24738
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;34.15;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24739
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;110.36;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24740
Account 57;Account 83;Individuals 47;Individuals 73;3.91;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24741
Account 59;Account 27;Individuals 49;Individuals 17;73.43;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24742
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;34.01;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24743
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;57.07;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24744
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;32.88;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24745
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;49.39;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24746
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;38;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24747
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;5.68;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24748
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;6.94;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24749
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;26.48;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24750
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;5.53;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24751
Account 97;Account 9;Individuals 87;Businesses 9;66.55;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24752
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;19.28;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24753
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;68.8;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24754
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;27.85;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24755
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;59.46;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24756
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;6.34;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24757
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;32.77;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24758
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;58.6;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24759
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;58.73;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24760
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;33.66;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24761
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;6.31;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24762
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;17.98;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24763
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;11.61;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24764
Account 97;Account 9;Individuals 87;Businesses 9;3.47;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24765
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;40.06;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24766
Account 69;Account 81;Individuals 59;Individuals 71;18.5;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24767
Account 69;Account 81;Individuals 59;Individuals 71;3.99;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.2;24768
Account 39;Account 46;Individuals 29;Individuals 36;110.12;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24769
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;779.46;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24770
Account 42;Account 56;Individuals 32;Individuals 46;22.58;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24771
Account 42;Account 1;Individuals 32;Businesses 1;12.09;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24772
Account 46;Account 52;Individuals 36;Individuals 42;38.02;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24773
Account 46;Account 52;Individuals 36;Individuals 42;16.94;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24774
Account 46;Account 52;Individuals 36;Individuals 42;34.07;LINK;GBP;15/09/2021 9:03;transaction;UK;0.2;24775
Account 5;Account 4;Businesses 5;Businesses 4;113.78;LINK;GBP;15/09/2021 9:03;transaction;UK;0.1;24776
Account 5;Account 4;Businesses 5;Businesses 4;3759.25;FPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24777
Account 5;Account 4;Businesses 5;Businesses 4;385.45;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24778
Account 49;Account 55;Individuals 39;Individuals 45;20.29;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24779
Account 49;Account 60;Individuals 39;Individuals 50;44.31;Paym;GBP;15/09/2021 9:03;transaction;UK;0.2;24780
Account 73;Account 62;Individuals 63;Individuals 52;47.88;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24781
Account 9;Account 6;Businesses 9;Businesses 6;551.44;Paym;GBP;15/09/2021 9:03;transaction;UK;0.1;24782
Account 1;Account 89;Businesses 1;Individuals 79;1073.89;FPS;GBP;15/09/2021 9:03;transaction;UK;5;24783
Account 1;Account 89;Businesses 1;Individuals 79;2919.89;Bacs;GBP;15/09/2021 9:03;transaction;UK;5;24784
Account 1;Account 6;Businesses 1;Businesses 6;108.45;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24785
Account 1;Account 6;Businesses 1;Businesses 6;5526.88;LINK;GBP;15/09/2021 9:03;transaction;UK;1.1;24786
Account 1;Account 89;Businesses 1;Individuals 79;3478.24;CHAPS;GBP;15/09/2021 9:03;transaction;UK;5;24787
Account 1;Account 6;Businesses 1;Businesses 6;562.58;LINK;GBP;15/09/2021 9:03;transaction;UK;0.1;24788
Account 19;Account 97;Individuals 9;Individuals 87;33.9;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24789
Account 93;Account 94;Individuals 83;Individuals 84;109.79;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.2;24790
Account 86;Account 14;Individuals 76;Fraudulent_individuals 4;33.6;FPS;GBP;15/09/2021 9:03;transaction;UK;0.2;24791
Account 4;Account 6;Businesses 4;Businesses 6;713.57;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24792
Account 4;Account 6;Businesses 4;Businesses 6;86.29;Paym;GBP;15/09/2021 9:03;transaction;UK;0.1;24793
Account 4;Account 6;Businesses 4;Businesses 6;212.57;CHAPS;GBP;15/09/2021 9:03;transaction;UK;0.1;24794
Account 4;Account 6;Businesses 4;Businesses 6;1166.02;Paym;GBP;15/09/2021 9:03;transaction;UK;0.1;24795
Account 4;Account 6;Businesses 4;Businesses 6;770.77;Bacs;GBP;15/09/2021 9:03;transaction;UK;0.1;24796
Account 4;Account 6;Businesses 4;Businesses 6;3137.65;C&CCC;GBP;15/09/2021 9:03;transaction;UK;0.1;24797
Account 67;Account 40;Individuals 57;Individuals 30;47.87;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24798
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;110.51;C&CCC;GBP;16/09/2021 9:03;transaction;UK;0.2;24799
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;210.42;CHAPS;GBP;16/09/2021 9:03;transaction;UK;0.2;24800
Account 7;Account 9;Businesses 7;Businesses 9;2591.06;LINK;GBP;16/09/2021 9:03;transaction;UK;0.1;24801
Account 7;Account 9;Businesses 7;Businesses 9;561.98;C&CCC;GBP;16/09/2021 9:03;transaction;UK;0.1;24802
Account 94;Account 64;Individuals 84;Individuals 54;210.42;C&CCC;GBP;16/09/2021 9:03;transaction;UK;0.2;24803
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;21.16;C&CCC;GBP;16/09/2021 9:03;transaction;UK;0.2;24804
Account 87;Account 72;Individuals 77;Individuals 62;58.74;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24805
Account 90;Account 61;Individuals 80;Individuals 51;33.05;C&CCC;GBP;16/09/2021 9:03;transaction;UK;0.2;24806
Account 29;Account 5;Individuals 19;Businesses 5;11.6;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24807
Account 99;Account 15;Individuals 89;Fraudulent_individuals 5;33.51;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.2;24808
Account 97;Account 12;Individuals 87;Fraudulent_individuals 2;55.74;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.2;24809
Account 98;Account 87;Individuals 88;Individuals 77;48.56;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.2;24810
Account 98;Account 87;Individuals 88;Individuals 77;5.32;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.2;24811
Account 98;Account 87;Individuals 88;Individuals 77;6.44;FPS;GBP;16/09/2021 9:03;transaction;UK;0.2;24812
Account 98;Account 87;Individuals 88;Individuals 77;48.02;LINK;GBP;16/09/2021 9:03;transaction;UK;0.2;24813
Account 98;Account 87;Individuals 88;Individuals 77;60.19;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24814
Account 98;Account 87;Individuals 88;Individuals 77;59.78;LINK;GBP;16/09/2021 9:03;transaction;UK;0.2;24815
Account 59;Account 27;Individuals 49;Individuals 17;18.66;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24816
Account 59;Account 27;Individuals 49;Individuals 17;43.66;FPS;GBP;16/09/2021 9:03;transaction;UK;0.2;24817
Account 59;Account 27;Individuals 49;Individuals 17;19.24;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.2;24818
Account 11;Account 61;Fraudulent_individuals 1;Individuals 51;4.05;Paym;GBP;16/09/2021 9:03;transaction;UK;0.2;24819
Account 5;Account 4;Businesses 5;Businesses 4;322.03;Paym;GBP;16/09/2021 9:03;transaction;UK;3.3;24820
Account 5;Account 4;Businesses 5;Businesses 4;646.45;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.1;24821
Account 5;Account 4;Businesses 5;Businesses 4;2888.89;Bacs;GBP;16/09/2021 9:03;transaction;UK;0.1;24822
Account 88;Account 17;Individuals 78;Fraudulent_individuals 7;19.33;CHAPS;GBP;16/09/2021 9:03;transaction;UK;0.2;24823
Account 30;Account 66;Individuals 20;Individuals 56;0.94;CHAPS;GBP;16/09/2021 9:03;transaction;UK;0.2;24824
Account 4;Account 6;Businesses 4;Businesses 6;557.78;LINK;GBP;16/09/2021 9:03;transaction;UK;0.1;24825
Account 4;Account 6;Businesses 4;Businesses 6;385.43;CHAPS;GBP;16/09/2021 9:03;transaction;UK;0.1;24826
Account 4;Account 6;Businesses 4;Businesses 6;764.73;LINK;GBP;16/09/2021 9:03;transaction;UK;0.1;24827
Account 4;Account 6;Businesses 4;Businesses 6;779.44;LINK;GBP;16/09/2021 9:03;transaction;UK;0.1;24828
Account 4;Account 6;Businesses 4;Businesses 6;2467.32;Paym;GBP;16/09/2021 9:03;transaction;UK;0.1;24829
